song,artist,track_id,album_id,album_name,artist_id,popularity,release_date,track_duration_ms
Demain au menu,Pascal Lejeune,7q55ze3R2jPY9w3GfzOtWx,2NYBwsDUAEm4SOVP2QhGWN,Adélaïde,1lUhWvdxGSP3PuERqdAsc7,0.0,2009-08-11,170266.0
Arrete! Arrete! Elle me tue,Francis Dhomont,7lSq8XAmXpVRE9YmlCZJBq,3xIGhSy0X7WyrjkiFGlWbu,Sous le regard d'un soleil noir,7u7APlLOIZOXhJ04H18rly,0.0,1981,445267.0
Amor A Mi,Ray Vega,4ibKswsANRhBBUkqXV0nCs,3PWi31ROMcAnMbs9ijWQ30,Ser Feliz,5Vz74ibGHBQaUa2ALDOH0v,30.0,2021-05-21,304693.0
Less Is More,Roni Size,4f1YtzFr7jIzUywwdmkMIs,57q2YnPKqeIghY0cUXQSh5,Roni Size Reprazent - New Forms2 (Ronisizenewforms Store Exclusive),5UjqeSp9dX6Nrge7WdDukr,2.0,2008-01-01,374986.0
Sucker,New Found Glory,43GEARdOhWe57fq6lLvTt8,2c33qDDUaE3wvolW7OoPEA,New Found Glory,4ghjRm4M2vChDfTUycx0Ce,24.0,2000-09-26,172293.0
First You Cry,"""Lil' Band O' Gold""",6YtSv7Ea8DleR53SxcRbAm,7hBBhMb3nLVjFv7kPyVU6e,Lil' Band O Gold,03GjxGbrPhZ7WPtI1DK4RZ,0.0,2000-04-11,312933.0
"""Breakin' It""",Mindy McCready,28ASGPSjoim9Z2q34BBtKv,52a0Dg2pHH0RbwwVFYcl7F,Ten Thousand Angels,2uB5sjjJwj4kB6TrRGLYJO,14.0,1996-04-30,200373.0
Too Big,Suzi Quatro,6ReKYM5kvnMnFjvrVc40o7,0PVSnckBznSfzQai0cR3Kh,Quatro,15jHZ1EZwmm2QDjKctvqJQ,29.0,1974-10-01,199840.0
No You Girls,Franz Ferdinand,4VP8QiCeaZq8BeTIUrMQOG,6ppF24fU5pqbPrPuK5zVnS,Tonight,0XNa1vTidXlvJ2gHSsRi4A,61.0,2009-01-27,223786.0
All the Way,Gloria,5LFva2HZJTPZVQFFLxQn4B,3j42BPa4iefrbnUOj7ie13,People like you and me,31AZ0BGRivOGvfNssdvcLT,2.0,2003-03-31,219240.0
Just Between The Two Of Us,Charlie Louvin,63ZD35OXVmBTwwHgQd11cX,6EETuuy8Y4OLtUWMbgYpOI,Less And Less And I Don't Love You Anymore,37j6GQPxPIMjo7d8lQ2KTS,22.0,1965-01-01,179826.0
Excerpt Of A Speech By Marcus Mosiah Garvey,Buju Banton,73hgGhQVnyTbnJkp8cZlqo,5siJxUZiQeLHeBOGptJGbg,Friends For Life,4wLAjfeqAsV66AocWNcowA,2.0,2003,56840.0
King Of Pain,The Police,1V15l05snHYHYVxerjMFGo,5W9OT0a5iZlBr83a9WMKFY,Synchronicity (Remastered 2003),5NGO30tJxFlKixkPSgXcFE,60.0,1983-06-17,299040.0
Any Wich Way (Freedom Must Come),Manjul,0FdZ6JeBcLw8gDF4Il8DlE,1l0rWFTiU2yIoiApcQyymV,Dub to Mali : Faso Kanou (Season 1),0LpqihjxSRAdhCWhYsWQwL,1.0,2005,199720.0
Shine On Your Shoes,Jerry Lewis,0dEJjaVaH6wKPQmWvxo8UE,4TcPCrJATiXIcOQyEdPIGz,Just Sings,7Kaa31WCrBRiLn4wogWtVI,3.0,1956-01-01,136933.0
The Mystery Epoch,Loop Guru,4nDlbiNXvY4rPcLmNr2BJR,6wbRSZNBFPfpKZdVS7qa56,Loopus Interruptus (Forgotten Treasures & Lost Artifacts),0y46raHPv0ngB5KfMhS7lV,1.0,2001-07-09,70213.0
Kill Niggaz,Slick Rick,0lGSFBT537FKJE1ocBzjp4,4cZL0gsOEIOPLXdhc18vex,The Art Of Storytelling,1W9qOBYRTfP7HcizWN43G1,28.0,1999-01-01,169666.0
Was Ich Von Mir Denke,Der Plan,4QaxOASDBQ4EutW7DqCk9l,7mk9jtQYdtHpzmTo1LA5TO,Geri Reig,6pbcoJoywonKNUK9hLJG7B,1.0,1980,213893.0
Chateau Strut,Doyle Bramhall,1wNUieeXJwWoSKgCVaSoQB,18AIkl5sCnmAigEcxN8j8g,Is It News,2ewLmeOezmY0HqMR21anX4,2.0,2007-09-18,235746.0
Across The Universe,6CycleMind,1F02aCFwch7JpJygVgw24O,1Im5BTDBghgM0NG75SaiC3,Home,3nZa8vRD64ueq3d0JNYTsl,11.0,2007-01-15,267386.0
Gut Rot,Fudge Tunnel,3K4QZGGYfdm3kGwK0Okfp9,5e56HGVPtD0CjSxk30vwrf,Hate Songs in E Minor,0LCMzkcs3bdMj1Vgw9Cg1N,22.0,1991,235373.0
"""Breakin' Dishes""",Rihanna,46aZJc0z1HHHSFxaIRxYSP,3JSWZWeTHF4HDGt5Eozdy7,Good Girl Gone Bad: Reloaded,5pKCCKE2ajJHZ9KAiaK11H,82.0,2008-06-02,200573.0
Lightning Breaks,Plasmatics,0XicbYWUFn8gNC4OJ7Xqzm,6CLOV1WhRJOI4m1GjN4qEP,Coup D'Etat (Caroline Reissue),4kf4d3tN0MZGpEP6BacY8j,12.0,1983-01-01,168386.0
Call On The Father,Beres Hammond,4c0moTsZ9hv1KlrwZriBC1,6ghigyTicHIi5CjSMVzFa9,Can't Stop A Man,2ruMkdO4e1tJWDHsYSEtxr,21.0,2003,230466.0
Bruno Dika,Madilu System,1wPohZBWUaKhYQGPVvuRWZ,0vUy0I8N3kozXaK7ZsxYA5,La bonne humeur,7dXTUndlDjlH9V5I9KRWjm,21.0,2007,394360.0
Skit #2 (Kanye West/Late Registration),Kanye West,466XcSgGAiQxcDrcV0yoMP,5ll74bqtkcXlKE7wwkMq4g,Late Registration,5K4W6rqBFWDnAN6FQUkS6x,48.0,2005-08-30,31360.0
Under The Bridges Of Paris,Percy Faith,29ctlBW6iXmFjruPJvypDT,7KaEjoeyZqsps12XyCh0bh,Plays Continental Music,24DQLSng7bKZD4GXLIaQbv,2.0,1953-04-01,165333.0
Go Tell It On The Mountain,Michelle Wright,1ch23Hh4EVIRoLoeeuYi4i,1zP8sv9auwbgrRS8pC87VK,A Wright Christmas And More,1Kp8PxFfeU5CFHkITQF9sY,3.0,2024-10-18,172666.0
Harda They Come,Gyptian,50n4ubayfJpxBSUOjJhlKf,5KRcbP3HBE0vHEqiPIvNhp,Water Drops Riddim,2JX4h8xm0hNxCB0aNBWzyi,0.0,2008-09-30,165933.0
Amthran Na Bh Fiann (Ireland),The London Theatre Orchestra,75b0dphddg5WCmSi1SQZjr,46RxmMD2pHDk0eAfiUZ5iV,National Anthems Of The World,2CMP2czDER8nvmcGhKeHPC,0.0,1995-08-14,175600.0
A Boy Named Sue,Johnny Cash,5xMNjx7uqCzMpJZSo4Wq55,6bYqwLMVRQzwPQweVzCiry,At San Quentin,6kACVPfCOnqzgfEF5ryl0x,53.0,1969-06-04,233813.0
Salvation,John Van Tongeren,0lVh2UeZZzdBkDOnZ8DPIN,4OnCd4Ccd1PP81G7zbj7zT,The 4400 (Original Series Soundtrack),0ImFtJhveZbOfutfDjVBR3,2.0,2020-10-09,46253.0
"""Journey's End""",Primordial,2K7pDJpV2XayT4z3BpiUuI,6u2b37D7O1PE1407Eg5RzL,A Journey's End,0BZr6WHaejNA63uhZZZZek,8.0,1998,480840.0
"""Si Je M'En Sors""",Julie Zenatti,6jb9vvG6RVONVxEWhHCnMK,0cznSXCcALTBRj98VGEg2i,Fragile,3CoYG5pUuCzGnXzPoOkaNY,41.0,2000-12-04,203800.0
Instrumental Traditional,La Divina Pastora,0FU104sce0tuYFMTaJY9gL,4rGwHpqrkV1o6iOmtXAyfY,"Strictly Parang - The Best of Trinidad Parang, Vol IV",7wzHk4mrHDW1txa4hsr0gf,13.0,2009-12-15,334053.0
I Just Knew,Kellie Coffey,0CFPkDpA3ZF1Iw2TLh8jJH,66GP0jjGbqzVIEQbWapVZ9,When You Lie Next To Me,5I83RQZnnynCnohkLJ8vot,3.0,2002-05-06,187160.0
When She Dances,Joe Bonamassa,17VqQQo5RkdA7iukLr0okv,4NS1YYttwG5mtWQCdpbvjV,Had to Cry Today,2SNzxY1OsSCHBLVi77mpPQ,19.0,2004-08-24,293706.0
Stardust,Henry Mancini,3OsvGDwiJT1iH9obLFckxw,23wpRjRCVda6fmlzUxnBTo,"Romantische Klaviermusik für den Valentinstag, Vol. 1",6Gjzkaoixqh7TIEuDTFIa2,20.0,2015-01-30,178615.0
In The Good Old Summertime,Sophie Tucker,4BhsX6AnwjQya7ayMM0GH7,0UOXYWJd5xVrDzP1fU3vn2,Sophie Tucker for President,58nEgrqod6YO5ZATASjIQ8,0.0,2010-02-14,74386.0
Each & Every Direction,Donna The Buffalo,7eGgjiU0eKC3WiDkvdwtdW,0Q0Kip71WYeDfFpz2iSqMt,Rockin' In The Weary Land,3dV4xRik9AJpX2befK2ZGa,15.0,2006-01-01,376373.0
"""Since You're In Love""",Jesse Malin,15o777mKsID6xcwSl2v67L,7o3h4EIMJsGPY6SEVnCSkF,Glitter in the Gutter,6zKkaqMGGmaKLUSLTcsrls,4.0,2022-09-30,246880.0
All The Fools It Sees,Mitch Ryder & Engerling,10cYASVQudloXoegYTfXoh,43IxnJzojUecBgdc9Gg0zv,You Deserve My Art,7tdO7d7r0vhwov7RIZWH6V,0.0,2008,302320.0
Michaelangelo,23rd Turnoff,0zz04AjoYiSsL23bfN0VdD,20sO2cgcMXtdnCDyMFvtuq,The Psychedelic Scene,7wFpHOb80QgAlJUvxrglsO,19.0,1998-01-01,143826.0
Pose No Threat,Lunasicc,5ooMy99GgxulKPQyRzYYqf,5QExgdT7n2la4tfU7pqnzB,Mr. Lunasicc,4LVYipESQiSx3SdleRT2dx,1.0,1997-07-08,291800.0
Happy Halloween Anniversary,Dr. Elmo,4syAn7pRakNnbp9jS4MV9J,6FjlmcVwRKMbJNFvHMNrOy,Dr. Elmo Sings The Boo's,18v4RC49TBlah2kOk9OIfr,0.0,2005-06-01,151840.0
"""It Ain't No Use""",Z.Z. Hill,4B7jaNv9xS6NEc0dFfqUbF,3IGkMLoaqDM0JIsUCnK94g,The Brand New Z.Z. Hill,1gdaEBrH99AfhsiQNbaSBp,1.0,2008-08-25,292893.0
"""Cryin'""",Aerosmith,4t1fWWJQs5V9YErfsrDslC,180jTzor4W2MQ9HW5h5Fh4,Get A Grip,7Ey4PD4MYsKc5I2dolUwbH,69.0,1993-01-01,308560.0
Mass Destruction,Faithless,18XnvWLy7QFko3MvJnuX5p,2Vcq2BbEjHFdfodZ8hlcZL,Forever Faithless - The Greatest Hits,5T4UKHhr4HGIC0VzdZQtAE,40.0,2005-08-30,212800.0
"""I'm Thinking Tonight Of My Blue Eyes""",Dolly Parton,56bkZlnGJZWJaccSZinDEu,34kJ0pnpcaCcviAnwgIanO,Heartsongs (Live From Home),32vWCbZh0xZ4o9gkz4PsEU,11.0,1994-09-01,171800.0
"""We're Always Losing Blood""",Evergreen Terrace,6KiIZFJqbMGC7tQnZJMMs6,3TYC6TRpJZRWkhpb5wlaqb,Almost Home,5YQUrpDa5dkmo9Vk8hHQP9,13.0,2009-09-29,241480.0
Mean Streak,Y&T,7x46WcotUUy3ft5KcLqETA,0kRmCI3ZWKux6NS3jIvRyO,Mean Streak (Expanded Edition),49Cw140t9jupn4S3udehoP,36.0,1983,246120.0
El Chisme De La Cuchara,Los Munequitos de Matanzas,0J1W5ttmqtB9kx2hhL7rbn,3RS8Vhk1bG3TbXcGLdM2Y6,Los Muñequitos de Matanzas,1nGt9Auu0hzIZ6lI2WZWOq,0.0,1994-01-01,182266.0
Letter To The King,The Game / Nas,0pETU65Nri4vBhUi9fYqnW,5zM1UII5gHlU9hIybU759L,LAX,0NbfKEOTQCcwd6o7wSDOHI,29.0,2008-01-01,345546.0
La La,The Verve Pipe,3dY333lAf3k3EfK7gtRsvs,0mMySk8TNko2PQu3KxRCeA,Overboard,242iqFnwNhlidVBMI9GYKp,13.0,2014-06-17,240906.0
"""God's Hands""",The Oak Ridge Boys,3HvntkD2IVBJPCDxSaFkCA,4R2WihksR8ihYpadOtMZF9,THE GREATEST HITS: The Oak Ridge Boys - Someday,3XnO697XIus1M0cMuxZjos,0.0,2022-11-18,151960.0
T-Bone,T-Bone,3DjwjAUPT4zvIu6ZzcgLGJ,1YPBXkcPa4KYio6Ziyp7d3,T-Bone Blues,6nPKmEbQmR8jGZEm7ArOFX,49.0,2005-03-29,228626.0
When The Levee Breaks,W.A.S.P.,6PGNkwqIqvBLoyr5eLiGVy,1qIXNs2KIv1DfO01lwoUfz,The Crimson Idol,3BVkDHWRvLJEyKdvhLbjsq,17.0,1992,426800.0
Yoga de Sensualite,David & Steve Gordon,1qtE0lvTO6DqSxvi9G6oTa,7JMCvkNwF9zsqB6LMKL60D,Nirvana Groove,4yt002Vil1q4Vl9JOx48QG,3.0,2009-04-05,480826.0
Summer Sands (feat. Carol Keogh),Sharon Shannon_ Carol Keogh,7CqUpijlfbAxqGbgqw2dAX,3xy25Q9ZML9MpwGmUiSolD,Irish & Celtic Folk Collection vol. 2,73B66VOmnM2Zb1jROKdWDl,0.0,2019-05-09,198146.0
Polles Fores,Giorgos Tsalikis,5QmRTCKr7qKFNYCaHFbSoy,0HECsQ3C88i8UB6IK6GZJT,Live,7wdFPENV7NBZ4o3tHqsWhD,6.0,2006,78066.0
Break My Mind,The Jordanaires,3EH8rDxQwu9MMHPqTepXkJ,4wJKlqsbCoG1v0udLuqGsj,The Jordanaires At Their Best,6CXezToiGS8K6jr9kr8Muv,0.0,1968,135976.0
Man I Used To Be,K-OS,1jVudwSMKdHz3Fod2dI5Ma,6uNDNflKRjEjnEESQUQrXT,Collected,3EZWlSBWlPsC8lCI2Y36Gl,36.0,2007-07-17,223080.0
Funky Butt,"""Rockin' Dopsie_ Jr._ The Zydeco Twisters""",6SSuiVnwbY1naM3y7yE65X,31vbjaxsWLT3M7oQw54sMS,Rockin' Zydeco Party!,72iADHTfbYiwjTmW4AcuL4,0.0,2008-01-08,212866.0
If Ever I Would Leave You,London Theatre Orchestra,0IrBGqn2NufVx9vHlo94tS,2h9VYm7aRarP270qXfXAKL,50 All Time Broadway Showstoppers,5QmD51yutY26X6YdiGOLex,0.0,1977-01-01,165463.0
These Four Walls,Shawn Colvin,6Nhx9mQyWDE1kDQUsoAKVe,3dCWTZl2ZFsxNoUtuKP32E,These Four Walls,0K7VN4aHxHcEb7PqkfoIVA,10.0,2006-09-11,177200.0
"""Baltech's Lament""",The Lord Weird Slough Feg,7vHyvcf8sBPNHEUGwWUFZm,6Xu3d11bIGZWIeo0E6xdHu,Traveller,0VV7GNAJSRtAvWULgtRXCn,3.0,2003-01-20,252640.0
Whiskey on the Fire,Aaron Watson,2dX9RniBuvHXuoUHCsna3K,6FHMZUKPEQJwydkSCWK35Z,Angels & Outlaws,5BKzvAPtNXnt0LwzGvKOH3,10.0,2008-04-01,171106.0
Saturday,T.O.K.,7GLmfKOe5BfOXk7334DoKt,57vPH8jXw3PF0zD6zeaNOD,Sinatra Sings His Greatest Hits,1Mxqyy3pSjf8kZZL4QVxS0,33.0,1997-04-11,163000.0
1492,"""Scarlet's Remains""",07MqBiW7gcPA1thHT3o2GH,5DzvXQsQerPYyjJ7DIMmD4,Scarlet's Remains,0dHj7e9CDSgk0VfA9ViTTH,17.0,2005-01-01,244946.0
Bee Sting Stings,Tullycraft,2OnGts8eSNrU68vzG0l7Kf,2QaLDSPhRKPlHeAmeSeWJS,City of Subarus,3KtOvpYuKClAuYxJqdITm6,0.0,1998-03-24,202146.0
Guarare (Live At The Beacon Theatre),Ray Barretto,4ecGwerqvbmElh9gXeQyNp,6QmxMcKHOIpqvQk2SVgsVQ,Tomorrow: Barretto Live,2h4ndKS2vRWeFLpq8ARu0D,7.0,2006-06-20,538066.0
Head Hunter,Johnny Otis,7leTRezJtk3ICqJwCKhILc,5SIOIJdLhe7HODR0ugV350,History of Rock'n'Roll: Cupid's Boogie (Recordings of 1947 - 1950),5PGt6fQNjLKhYYeGLWKWcM,0.0,2023-02-25,181875.0
Waltzing Matilda,Leon Berry,2VhzrvkK6XjCAjWlu6eAt0,3b7jPcL2HM0yqunBIJwH2Q,"Giant Wurlitzer Pipe Organ with Bells, Chimes and Glockenspiels",2ExoPynljKLssEEBnRmkRL,0.0,1961-03-24,169253.0
Conquer Me,Delroy Wilson,5gDItD5FXNt4OQWNmdCS2M,3yvD0DlkI08H2yvCWFofc2,Delroy Wilson Anthology,10j5vcbnSBWXZ1WYyv2a2D,3.0,2011-12-27,178693.0
Nordfjorloftet,YGGDRASIL,41rg2MBvOylTqzJA3cjRbY,3egXTYLNRqWN7iXenzaI1c,Herrelaus,48O3AWKHAF4TwBs8rWs4iI,0.0,1999-10-06,194533.0
Slaves & Bulldozers,Soundgarden,5OItvMnlXm5OugNhUQwxgS,2W6MaUiInBkna5DfBES4E3,Badmotorfinger (25th Anniversary Remaster),5xUf6j4upBrXZPg6AI4MRK,45.0,1991-10-08,416200.0
Loverman,Nick Cave & The Bad Seeds,3soCx6Iaz4UbJQ01sP1n5y,3OlT3zr0bvzYYg2Dwn6Fkx,Let Love In (2011 Remaster),4UXJsSlnKd7ltsrHebV79Q,40.0,1994-04-18,381480.0
E-mail From Nigeria,Dr. Elmo,6nC1eJSOW9GPMj0L9lh3TB,0FqmSE2g3dpo8zGcdtjf8H,Hip Hopped Grandma,18v4RC49TBlah2kOk9OIfr,1.0,2006-10-16,203773.0
Captain Fury,Pumpkin Buzzard,5aS2GgbnWnQELQgMSCFAEM,3umvUgbLV6Dy7qf3ddj3tb,True Shift,79PwTT7cp9mEQ91LFO3vsq,0.0,2009-10-23,56573.0
Three Hearts In A Tangle,Roy Drusky,7DQe1EBRlKTOaiXgALUHB0,7uQv1kBrTipws6R5C65B8M,The Golden Hits of Roy Drusky,76ODQBEHQvAbQIUbALYkyi,28.0,1978-01-01,158222.0
Amazing Grace,Jo-El Sonnier,3tV9iCmDuz0wrkm8bg6E3a,3Zz6QJh96khmdIIDpfnMFL,Cajun Hymns,6TdaDpGBUyjeHtwQfMNoOF,5.0,2003-01-01,193400.0
Wild Card,Tex Williams,1lhCHFNb5LwjdRLdPILXep,2qXo3qwLLhUzeiaxefakCq,Vintage Collections,7DCIJOYaG1Yj8uVlR4QGlu,10.0,1996-01-01,140760.0
Erased,Annie Lennox,4PdxEKc01hk6JOKzqa3SdW,05ic4vwaq6R792nELxFMmE,Bare,5MspMQqdVbdwP6ax3GXqum,17.0,2003-06-02,280013.0
Standing On The Corner,Percy Faith & His Orchestra,3I6H5GmBCWva9LbOxnWhvs,6PgJFyNmBT2uzDeTHA8SDz,Plays Music From Frank Loesser's Musical 'The Most Happy Fella',24DQLSng7bKZD4GXLIaQbv,0.0,1956-04-01,165560.0
"""Holdin' On""",Terry Callier,0rhgyIctSw80gwLcwLoZTR,6o0zvh1tXteBVd5AMEro2k,Fire On Ice,5cHmjJA9Lo0ga8s8QdxEzs,13.0,1978,258480.0
She kills,Cirrus,2ZDbuvBKXJQV1KPIuosuE9,2Yo0EGO3IwFyHOtmy241iO,Mama Please,2FnT84XG3yKLIHEjheon9W,11.0,2009-03-26,210093.0
I See God,Johnny Nash,4mSiDVOWOdWy8JcHpIPIXy,63rllEhJVlQLSQgty5Ekgo,"Johnny Nash, 14.08.1940 – 06.10.2020",0nAVvgfE9yI4DwvMiYwk8a,0.0,2020-11-12,186000.0
All I Want,Captain Hollywood Project,4EK4JdNDagDd8fVqMwf5Jn,01ChjoiBlN7bBmsvrzuzlo,Love Is Not Sex,3El2sJgqTWkg1kkyHHAEu4,18.0,1993-03-05,225093.0
Worried Mind,Roy Drusky,29qW6WhgoGfQh91lgekjzF,0CFTVyMMzqPTIdymAtSnKC,Roy Drusky,76ODQBEHQvAbQIUbALYkyi,0.0,2009-01-01,132546.0
Love Me,Jeanne Pruett,09BUE4AU57nJu6h5JZkohO,1mHWLtzE6xIhnv75EB6j4a,Satin Sheets,4Ho9AFq314C9J8fvtspLSe,0.0,1982,204200.0
"""Je N'ai Plus Rien A Te Donner""",Marc Lavoine,4ci0L7iWayHvITe9FXDTbr,1uWd1Yj4yAFP7ejTW0ohEk,Les amours du dimanche,3K8EYZ4Ltg6ythgGZzrFXf,10.0,1989-09-27,232466.0
I Never Picked Cotton,Roy Rogers,3uoYpxUsiJUQcAcgC1GL7U,3OQLSj1Lp7XUTyKU0J0Ow9,A Man From Duck Run/The Country Side Of Roy Rogers,7kPinmrfhaLVSHjDxqAsAe,0.0,1999-01-01,140666.0
Nature Boy,Rick Astley,44V8LuJY1BHdQMjjSkVkn8,3TtEWvkuVFidN5RRtw49lT,Portrait,0gxyHStUsqpMadRV0Di1Qt,8.0,2005-10-15,192093.0
Alligator Blues,Sylvester Weaver,3xAzmS2RG6ncD1sfoQ0rlC,05pWbFLZdmZbNePpnsoUYQ,Alligator Blues,2m2vWbN6WZU0Mtv569ndeb,0.0,2019-03-30,182787.0
Organic Echo (Part II),Lester Bowie,4IiierOa0EifOZU0avOaS2,7G8XOy1LLn4tbdVjjueFF7,The Art Ensemble of Chicago and Associated Ensembles,3r0t2sPG17gaUgXDJyJmHf,0.0,2018-11-09,327666.0
End Title/Animal Crackers,The Marx Brothers,75YhvqHdI8vxAmxvP2cBEh,5YBJfQ761hVbkHDaDoeYdv,Horse Feathers / Animal Crackers,4DwcothvnmaZU4ABcKC6ae,0.0,2004,25573.0
Decimas,Carlos Vives,4M0Wxt6WxOLnBd6TWcy6fp,7qRqrZOCvzZLsNlOawHURC,Dejame Entrar,4vhNDa5ycK0ST968ek7kRr,24.0,2001-01-01,213906.0
"""You Don't Get Much""",BoDeans,3PpMaAnk8Xp94yCKNA6VfN,3QBp9zhDlqTGjKvghauuzI,The Best of BoDeans - Slash and Burn,2D2qwEatKbBSKhBCfP6lyn,16.0,2002,287400.0
Leave You In The Hands,The Jackson Southernaires,7uBWZGvu9Mlu7ayXFNNIYq,60KGwQ3pPvRydq8LPUzEfQ,Hear Our Prayers O Lord,7rFVPfrASM9KOEeJBa4l0x,0.0,1986-11-26,212400.0
Beams Of Heaven,Clarence Fountain,2GFHsBSdXln98l0zVGXLSI,4CjqfBheyOlSiCE2tKErS7,Collector's Edition,784MVRBMY8Iyc2iNSTxXfO,0.0,2000,312026.0
Miss Elaine,RUN-DMC,7CuOnrhRPn5fAa9dzshXMP,5opAMGIf8Hn7xIaTPdHFDv,Tougher Than Leather (Expanded Edition),3CQIn7N5CuRDP8wEI7FiDA,15.0,1988-09-16,185226.0
A Song For You (Live),Simply Red,0wTxMsSs6J8crLI2cs1cbc,1ptpDh0Vm7Su0eqR4G9sZy,"Cuba! (Recorded Live at El Gran Teatro, Havana)",1fa0cOhromAZdq2xRA4vv8,16.0,2005,324746.0
Simple Man,Bad Company,5EAsAbQ2b8VONqwmawo4du,41ItjIHmg4MQ5uR0PgcfQp,Run with the Pack (Deluxe),5AEG63ajney2BoDXi0Vb84,44.0,1976-01-01,218813.0
"""Let's Lock The Door (And Throw Away The Key)""",Jay & The Americans,1LuCusyHRvBoatTqAn1PwJ,3pVZ0eLGfMK8yCeCYfeeWS,Blockbusters,0DAqhikcMKLo2lPADVz2fs,20.0,1965-06-01,150120.0
Get It While You Can,Janis Joplin,3dOfHE5J4Qsj1hJ35vnfn4,3j7nicLAWXM0Fb08q9XGyf,Pearl (Legacy Edition),4NgfOZCL9Ml67xzM0xzIvC,43.0,1971-01-11,203400.0
Too Much Stuff,Dave Brockie Experience,5UDoSphfB1agTFhGReCfqQ,6TnxZDldaUif7e7LBZ7meG,Diarrhea of a Madman,1siVccYZR8N2O4mEZflCpC,9.0,2001-03-20,100506.0
Message To A Friend,Pat Metheny / Charlie Haden,6zsZUmX3J9KPd5FxtEX8zT,2PULgzT2IHwYzfNxi4n3vY,Beyond The Missouri Sky,3t58jfUhoMLYVO14XaUFLA,30.0,1997-01-01,372533.0
You Devil You,themselves,4xQ1c5U76S1rcxHYxQE5UB,1xTroqoFJeEkFUUNJ2AGjs,The No Music,6uHx3RnWXOe5xq5DBj8BN3,2.0,2019-11-22,245306.0
Floating (Edit),Beat Pharmacy,5SFew6BpZHtdeDBdxFdSRj,1IYmeaxJEEu26OO2Y0OXPM,The Singles Part 1,5TkowXlIfYZJPGnnu5mXpA,0.0,2007-10-02,569466.0
Other Side Of Antarctica,Vangelis,717mHCBgkTNyE9G9qrt5AU,4laD2qU7EURjXbVMbazkj0,Antarctica (Remastered),4P70aqttdpJ9vuYFDmf7f6,18.0,1983-01-01,410506.0
Breathe Easy,Williamson,7yAd4iw9OsXGta2srLLVAf,4GtsMl4canNMqfBjjkRMoi,The Trashcan Electric E.P.,1o7R3lwvTX8vPbolo4YYiq,0.0,2005-11-29,203174.0
All I Can Do,Kane,0Reb4BA9S5XnCZeXilXzYD,3NyY0xbEHc62nnyF2yysmf,Fearless,7rgKxnnBAsZ7Q04d6jICu6,20.0,2005-09-02,182106.0
Privilege of Evil (From the Privilege of Evil EP),Amorphis,4WZ11XYmeAx3geqc8oSHI8,2IaThjDDWu0WoHX2ZsbqFP,Karelian Isthmus,2UOVgpgiNTC6KK0vSC77aD,9.0,1992-11-01,228866.0
Jah Jah Children,Sugar Minott,4XccE0psmo9BzLLLInM1ns,1JcqmqMf8Wym76HweUOXRQ,Soul Jazz Records presents Sugar Minott at Studio One,6iTD167bhyfYwEd7fd2bGn,6.0,2005-01-01,259680.0
"""Don't Take Your Spirit Away""",Deitrick Haddon,6aatlkrCJqvMMoIEVJXPnr,1WBCOU7em7eF48hAk3i5FD,Revealed,7tlQrRh6jNY1c95poJvBe9,11.0,2008-09-02,234466.0
Your Recipe,Aswad,4ibP5e0CTCDn5OIiQ72DXU,3EOCdnvye01DXaFR2Dx0xW,Live & Direct,55LyOQNIa9J8wX6y6eJfc0,26.0,1983-01-01,265533.0
Lost Again,Bo Margolin,79uO3LpHypm89hheeyUs6X,5MaUzjr16LiA9L92IBfNMg,Blues Around the World (Steady Rollin'),65SzANOjjJbCdHGbjDkPMU,1.0,2011-01-05,166426.0
Women,The Plimsouls,01kWYGyEavh8af06EpV4Rs,3bwEhIfcMvwHSxMQbKEuax,The Plimsouls (Expanded Edition),7BnikuGfXRWkGLJCWS1y9P,6.0,1981-02-20,169933.0
One Person At A Time,Jonny Lang,2xnxaEQiLsOwD5nW4il3do,2A7jWbq8sH2XFwXc9oCxWy,Turn Around,5rX1EodZfwxmW4fQX2Caot,12.0,2006-01-01,182813.0
Vous Qui Passez Sans Me Voir,Line Renaud,58zMHmOIpJ5wCjbm9rwSd3,0oSzXZUSKs1JCcV6i3gFLr,collection disques pathe,5GdlCoChpXDd7bx07pR0eR,4.0,1997,179866.0
Ninja Mental,Illya Kuryaki And The Valderramas,4TicjhD6UpAyVkFQibEsoc,7mW1POPbHm8iPu4dqQ9d8c,Ninja Mental - Unplugged MTV,2Rc3Tb5XUPF1YlnQwuPgjg,23.0,1996-01-01,234000.0
And I Hear You Call,Amorphis,2PnDwmxZ6w5ki0S77tz5Vt,5qKVuEAEE9mxy7jUBkIvwx,Rarities 1991 - 2001,2UOVgpgiNTC6KK0vSC77aD,9.0,2024-09-03,280973.0
Somewhere In Time,Dave Alvin,0uWlB0hav9zXbmBqGcFrmv,6TdScLaszg12kzn9YdMauE,The Ride,6OWapcJm9xd55ci9CYbAuT,19.0,2004-05-04,255906.0
It Seems Like A Dream,Yank Rachell,5O6iCeKvQDQGEprGjxtaTD,5tt0dgzDQA9BoWfq521CcB,Legendary Country Blues Artists - CD C,6wyXUJAKHlQHuWxvLliPIz,0.0,2007-08-28,172600.0
Break,Orit,63BwIJEAziDb8S0pIg4pMs,114hyq4b9FHPBlBov3qF48,Breakfast,01ukVEa5Q8UkHjqgiFZsIW,18.0,2022-01-28,185887.0
